aktørid,aktør,Period,party
1116,Marianne Saxtoft,70,Radikale Venstre
1413,Peter Westermann,70,Socialistisk Folkeparti
18699,Christoffer Aagaard Melson,70,Venstre
134,Christian Friis Bach,70,Radikale Venstre
189,Mai Mercado,70,Det Konservative Folkeparti
19002,Gitte Willumsen,70,Venstre
19000,Theresa Berg Andersen,70,Socialistisk Folkeparti
161,Liv Holm Andersen,70,Radikale Venstre
38,Astrid Krag,70,Socialdemokratiet
192,Fatma Øktem,70,Venstre
160,Jan Johansen,70,Socialdemokratiet
1172,Mia Falkenberg,70,Dansk Folkeparti
17,Christine Antorini,70,Socialdemokratiet
19142,Barbara Gaardlykke Apol,70,Javnaðarflokkurin
18694,Victoria Velasquez,70,Enhedslisten
1417,Pia Boisen,70,Enhedslisten
1039,Lotte Bundsgaard,70,Socialdemokratiet
20349,Anna Falkenberg,70,Sambandsflokkurin
20400,Sandra Elisabeth Skalvig,70,Liberal Alliance
18695,Kim Valentin,70,Venstre
20361,Fie Hækkerup,70,Socialdemokratiet
191,Zenia Stampe,70,Radikale Venstre
19919,Brian Bressendorff,70,Socialdemokratiet
19133,Anders G. Christensen,70,Venstre
18696,Morten Dahlin,70,Venstre
1299,Helle Sjelle,70,Det Konservative Folkeparti
18693,Mai Villadsen,70,Enhedslisten
18700,Heidi Bank,70,Venstre
20917,Tina Cartey Hansen,70,Det Konservative Folkeparti
1219,Mogens Nørgård,70,Kristendemokraterne
18882,Tanja Larsson,70,Socialdemokratiet
1398,Peter Brixtofte,70,Uden for Folketingsgrupperne
1115,Marianne Pedersen,70,Venstre
18705,Ina Strøjer-Schmidt,70,Socialistisk Folkeparti
185,Nadeem Farooq,70,Radikale Venstre
20352,Helene Brydensholt,70,Alternativet
1047,Louise Frevert,70,Uden for Folketingsgrupperne
20051,Theis Kylling Hommeltoft,70,Socialdemokratiet
20398,Helena Artmann Andresen,70,Liberal Alliance
1393,Pernille Blach Hansen,70,Socialdemokratiet
18706,Anne Valentina Berthelsen,70,Socialistisk Folkeparti
167,Dan Jørgensen,70,Socialdemokratiet
184,Lennart Damsbo-Andersen,70,Socialdemokratiet
20356,Mikkel Bjørn,70,Nye Borgerlige
18736,Egil Hulgaard,70,Det Konservative Folkeparti
18830,Nils Sjøberg,70,Radikale Venstre
1044,Lotte Thiim Bertelsen,70,Socialistisk Folkeparti
18704,Halime Oguz,70,Socialistisk Folkeparti
19920,Karsten Filsø,70,Socialistisk Folkeparti
188,Sanne Rubinke,70,Socialistisk Folkeparti
163,Ellen Trane Nørby,70,Venstre
18701,Marie Bjerre,70,Venstre
20144,Maria Gudme,70,Socialdemokratiet
1410,Peter Madsen,70,Venstre
1249,Allan Niebuhr,70,Det Konservative Folkeparti
18953,Mira Issa Bloch,70,Alternativet
1325,Ole Vagn Christensen,70,Socialdemokratiet
139,Thomas Danielsen,70,Venstre
20360,Sofie Lippert,70,Socialistisk Folkeparti
34,Søren Espersen,70,Dansk Folkeparti
187,Julie Skovsby,70,Socialdemokratiet
18,Alex Ahrendtsen,70,Dansk Folkeparti
18703,Alex Vanopslagh,70,Liberal Alliance
18917,Balder Mørk Andersen,70,Socialistisk Folkeparti
164,Hans Andersen,70,Venstre
18702,Anne Honoré Østergaard,70,Venstre
1319,Ole Stavad (udpeget af S),70,Socialdemokratiet
225,Uffe Elbæk,70,Alternativet
20363,Sara Emil Baaring,70,Socialdemokratiet
286,Ane Halsboe-Jørgensen,70,Socialdemokratiet
1773,Carsten Bo Jensen,70,Socialdemokratiet
6686,Torben Lund,70,Socialistisk Folkeparti
73,Merete Riisager,70,Liberal Alliance
6687,Kaj Leo Johannesen,70,Sambandsflokkurin
20390,Mike Villa Fonseca,70,Moderaterne
1771,Uno Larsson,70,Dansk Folkeparti
282,Sanne Bjørn,70,Radikale Venstre
6688,Henrik Rasmussen,70,Det Konservative Folkeparti
20378,Rosa Eriksen,70,Moderaterne
660,Svend Erik Hovmand,70,Venstre
6689,Juliane Henningsen Heilmann,70,Inuit Ataqatigiit
281,Finn Thranum,70,Venstre
657,Pia Larsen,70,Venstre
1770,Erik Mortensen,70,Socialdemokratiet
6737,Johannes Lebech,70,Radikale Venstre
20779,Runa Friis Hansen,70,Enhedslisten
280,Karen J. Klint (udpeget af S),70,Socialdemokratiet
7633,Torben Hansen,70,Socialdemokratiet
72,Karen Ellemann,70,Venstre
1769,Birthe Skaarup (udpeget af DF),70,Dansk Folkeparti
8319,Jytte Andersen,70,Socialdemokratiet
661,Jens Rohde,70,Radikale Venstre
123,Andreas Steenberg,70,Radikale Venstre
8910,Karin Storgaard,70,Dansk Folkeparti
279,Tina Nedergaard,70,Venstre
88,Martin Geertsen,70,Venstre
1768,Grete Schødts,70,Socialdemokratiet
6701,Kenneth F. Christensen,70,Socialdemokratiet
6685,Anders Broholm,70,Venstre
288,Torben Hansen (udpeget af S),70,Socialdemokratiet
6684,Annita á Fríðriksmørk,70,Tjóðveldi
655,Rune Lund,70,Enhedslisten
1790,Freddy Dam (udpeget af V),70,Venstre
4957,Tage Leegaard,70,Det Konservative Folkeparti
20380,Monika Rubin,70,Moderaterne
303,Anita Christensen,70,Dansk Folkeparti
4965,Hanne Agersnap (udpeget af SF),70,Socialistisk Folkeparti
4968,Knud Kristensen,70,Det Konservative Folkeparti
21206,Elvira Kûitse,70,Naleraq
1779,Else Winther Andersen,70,Venstre
302,Benedikte Kiær,70,Det Konservative Folkeparti
4969,Jørgen Poulsen,70,Radikale Venstre
4971,Jane Alrø Sørensen,70,Socialistisk Folkeparti
20767,Andreas Karlsen,70,Det Konservative Folkeparti
297,Maja Panduro (udpeget af S),70,Socialdemokratiet
1778,Svend Auken,70,Socialdemokratiet
5132,Flemming Bonne,70,Socialistisk Folkeparti
74,Mette Reissmann,70,Socialdemokratiet
656,Jesper Kiel,70,Enhedslisten
5182,Anne Marie Geisler Andersen,70,Radikale Venstre
296,Ulla Tørnæs,70,Venstre
5468,Dorrit Knudsen,70,Socialdemokratiet
20379,Tobias Grotkjær Elmstrøm,70,Moderaterne
87,Finn Sørensen,70,Enhedslisten
1777,Anita Knakkergaard,70,Dansk Folkeparti
5593,Carsten Hansen,70,Socialdemokratiet
122,Stine Brix,70,Enhedslisten
294,Doris Jakobsen,70,Siumut
5905,"Mogens Jensen, Brøndby",70,Socialdemokratiet
1774,Jørgen Winther,70,Venstre
8917,Thomas Horn,70,Socialdemokratiet
75,Jeppe Mikkelsen,70,Radikale Venstre
20377,Henrik Frandsen,70,Moderaterne
9780,Tórbjørn Jacobsen,70,Tjóðveldi
270,Claus Hjort Frederiksen,70,Venstre
11584,Daniel Rugholm,70,Det Konservative Folkeparti
11585,Jens Arne Hedegaard,70,Venstre
20375,Charlotte Munch,70,Danmarksdemokraterne
268,Helle Løvgreen Mølvig,70,Radikale Venstre
92,Carsten Hansen,70,Socialdemokratiet
11586,Bilal Inekci,70,Socialistisk Folkeparti
1454,Rasmus Jarlov,70,Det Konservative Folkeparti
1755,Colette L. Brix,70,Dansk Folkeparti
11702,Per Larsen,70,Det Konservative Folkeparti
266,Rasmus Horn Langhoff,70,Socialdemokratiet
665,Helge Adam Møller,70,Det Konservative Folkeparti
12283,Aksel V. Johannesen,70,Javnaðarflokkurin
1757,Irene Simonsen,70,Venstre
1753,Flemming Oppfeldt,70,Uden for Folketingsgrupperne
1752,Jørn Jespersen,70,Socialistisk Folkeparti
265,Eva Kjer Hansen,70,Venstre
12285,Ida Damborg,70,Socialistisk Folkeparti
666,Jørn Pedersen,70,Socialdemokratiet
13727,Sarah Nørris,70,Enhedslisten
264,Rasmus Prehn,70,Socialdemokratiet
1751,Inger Bierbaum,70,Socialdemokratiet
13836,Helge Vagn Jacobsen,70,Radikale Venstre
20374,Kenneth Fredslund Petersen,70,Danmarksdemokraterne
68,Nikolaj Villumsen,70,Enhedslisten
125,Hans Christian Schmidt,70,Venstre
13843,Bente Bendix,70,Venstre
263,Mette Hjermind Dencker,70,Dansk Folkeparti
12284,Marie-Louise Andreassen,70,Radikale Venstre
11583,Kenneth Kristensen Berth,70,Dansk Folkeparti
664,Pia Christmas-Møller,70,Uden for Folketingsgrupperne
271,Kristian Jensen,70,Venstre
662,Poul Nødgaard,70,Dansk Folkeparti
9976,Jette Gottlieb,70,Enhedslisten
1767,Arne Toft,70,Socialdemokratiet
277,Johan Lund Olsen,70,Inuit Ataqatigiit
10107,Bruno Jerup,70,Enhedslisten
71,Tom Behnke,70,Uden for Folketingsgrupperne
113,Jens Henrik Thulesen Dahl,70,Dansk Folkeparti
10690,Steen Konradsen,70,Det Konservative Folkeparti
276,Pernille Boye Koch,70,Uden for Folketingsgrupperne
1761,Else Theill Sørensen,70,Det Konservative Folkeparti
10691,Kurt Scheelsbeck,70,Det Konservative Folkeparti
663,Christian H. Hansen,70,Uden for Folketingsgrupperne
20580,Lean Milo,70,Moderaterne
10702,Helle Dam,70,Socialdemokratiet
273,Per Husted,70,Socialdemokratiet
1760,Helga Moos,70,Venstre
10704,Kasper Krüger,70,Venstre
20376,Kristian Bøgsted,70,Danmarksdemokraterne
10705,Bente Kronborg Holst,70,Dansk Folkeparti
21161,Lisa Perkins,70,Liberal Alliance
272,Ole Hækkerup,70,Socialdemokratiet
10706,Jette Plesner Dali,70,Dansk Folkeparti
20391,Sólbjørg Jakobsen,70,Liberal Alliance
70,Martin Henriksen (udpeget af DF),70,Dansk Folkeparti
1759,Kaj Ikast,70,Det Konservative Folkeparti
10707,Erikanell Asmuss Lorentsen,70,Radikale Venstre
124,Kim Christiansen,70,Dansk Folkeparti
20781,Gunvor Wibroe,70,Socialdemokratiet
11412,Anna Kirsten Olesen,70,Socialdemokratiet
278,Karin Gaardsted,70,Socialdemokratiet
14000,Nick Nielsen,70,Siumut
4956,Ib Poulsen,70,Dansk Folkeparti
4515,Jørgen S. Lundsgaard,70,Det Konservative Folkeparti
1911,Henning Gjellerod,70,Socialdemokratiet
1912,Ida Jørgensen,70,Radikale Venstre
1824,Anders Møller,70,Uden for Folketingsgrupperne
370,Thomas Medom,70,Socialistisk Folkeparti
648,Carina Christensen,70,Det Konservative Folkeparti
1914,Jakob Jensen,70,Socialdemokratiet
117,Simon Emil Ammitzbøll-Bille,70,Liberal Alliance
1823,Knud Erik Kirkegaard,70,Det Konservative Folkeparti
1916,Christian Wedell-Neergaard,70,Det Konservative Folkeparti
367,Karen Touborg,70,Socialistisk Folkeparti
81,Mads Rørvig,70,Venstre
1947,Søren Hansen,70,Socialdemokratiet
119,Dennis Flydtkjær,70,Dansk Folkeparti
371,Niels Christian Nielsen,70,Socialdemokratiet
649,Jakob Axel Nielsen,70,Det Konservative Folkeparti
366,Daniel Toft Jakobsen,70,Socialdemokratiet
1822,Jens Peter Vernersen,70,Socialdemokratiet
1951,Flemming Møller (udpeget af V),70,Venstre
20384,Nanna W. Gotfredsen,70,Moderaterne
2103,Britta Schall Holberg,70,Venstre
365,Karen Jespersen,70,Venstre
1821,Sven Buhrkall,70,Venstre
2156,Gitte Seeberg,70,Uden for Folketingsgrupperne
3042,"Frode Sørensen, Hjørring",70,Socialdemokratiet
364,Birthe Rønn Hornbech,70,Venstre
80,Torsten Schack Pedersen,70,Venstre
3081,Kurt Kirkegaard,70,Venstre
1818,Ester Larsen,70,Venstre
1948,Birgitte Møller,70,Radikale Venstre
20385,Charlotte Bagge Hansen,70,Moderaterne
1891,Thomas Adelskov,70,Socialdemokratiet
1829,Thor Pedersen,70,Venstre
1845,Søren Gade,70,Venstre
1844,Jens Kirk,70,Venstre
1850,Christian Lund Jepsen,70,Venstre
386,Claus Larsen-Jensen (udpeget af),70,Socialdemokratiet
83,Brian Mikkelsen,70,Det Konservative Folkeparti
646,Jens Hald,70,Venstre
1879,Lars Kramer Mikkelsen,70,Socialdemokratiet
1833,Høgni Hoydal,70,Tjóðveldi
1880,Anne-Marie Meldgaard,70,Socialdemokratiet
20386,Rasmus Lund-Nielsen,70,Moderaterne
384,Mogens Lykketoft,70,Socialdemokratiet
1881,Elisabeth Arnold,70,Radikale Venstre
1831,Freddie H. Madsen,70,Dansk Folkeparti
1882,Henriette Kjær,70,Det Konservative Folkeparti
118,Trine Bramsen,70,Socialdemokratiet
379,Kristen Touborg,70,Socialistisk Folkeparti
1883,Anne Grete Holmsgaard (udpeget af SF),70,Socialistisk Folkeparti
647,Charlotte Antonsen (udpeget af V),70,Venstre
20387,Kristian Klarskov,70,Moderaterne
1885,Inge Dahl-Sørensen,70,Venstre
378,Merete Dea Larsen,70,Dansk Folkeparti
1830,Helge Mortensen,70,Socialdemokratiet
1886,Jacob Buksti,70,Socialdemokratiet
82,Hans Kristian Skibby,70,Dansk Folkeparti
20635,Markus E. Olsen,70,Siumut
376,Annika Smith,70,Socialistisk Folkeparti
20629,Nikoline Erbs Hillers-Bendtsen,70,Alternativet
1887,Connie Hedegaard,70,Det Konservative Folkeparti
84,Troels Ravn,70,Socialdemokratiet
20642,Anne Hegelund,70,Enhedslisten
304,Jacob Lund,70,Socialdemokratiet
363,Jacob Bjerregaard,70,Socialdemokratiet
650,Hüseyin Arac,70,Socialdemokratiet
3993,Grethe H. Nielsen,70,Socialdemokratiet
350,Gitte Lillelund Bech,70,Venstre
3994,Jesper Kinch-Jensen,70,Socialdemokratiet
1804,Jan Petersen (udpeget af S),70,Socialdemokratiet
20747,Jenny Andresen,70,Danmarksdemokraterne
348,Villy Søvndal,70,Socialistisk Folkeparti
3995,Egil Møller,70,Dansk Folkeparti
86,Marlene Borst Hansen,70,Radikale Venstre
1793,Keld Albrechtsen,70,Enhedslisten
3996,Henrik Fruergaard,70,Venstre
344,Linda Kristiansen,70,Radikale Venstre
3997,Tina Bostrup,70,Radikale Venstre
20381,Karin Liltorp,70,Moderaterne
653,Lise von Seelen,70,Socialdemokratiet
77,Kristian Thulesen Dahl,70,Dansk Folkeparti
4428,Jens Borking,70,Enhedslisten
20389,Peter Have,70,Moderaterne
1792,Svend Aage Jensby,70,Venstre
121,Karina Lorentzen Dehnhardt,70,Socialistisk Folkeparti
343,Mie Bergmann,70,Radikale Venstre
4433,Jens Jørgen Nygaard,70,Det Konservative Folkeparti
654,Lone Dybkjær,70,Radikale Venstre
21044,Lasse Haugaard Pedersen,70,Socialdemokratiet
20599,Søren Rasmussen,70,Dansk Folkeparti
4434,Abbas Razvi,70,Radikale Venstre
305,Jens Ejner Christensen,70,Venstre
116,Morten Østergaard,70,Radikale Venstre
1791,Henrik Vestergaard,70,Venstre
3998,Thomas Krog,70,Socialistisk Folkeparti
3992,Bjørn Medom Nielsen,70,Socialdemokratiet
1805,Inge-Lene Ebdrup,70,Liberal Alliance
78,Marie Krarup,70,Dansk Folkeparti
85,Özlem Sara Cekic,70,Socialistisk Folkeparti
20388,Jon Stephensen,70,Moderaterne
3083,Charlotte Fischer,70,Radikale Venstre
1817,Jens Christian Larsen,70,Venstre
362,Vivi Kier,70,Det Konservative Folkeparti
3084,Troels Christensen (udpeget af V),70,Venstre
20383,Jeppe Søe,70,Moderaterne
21143,Morten Klessen,70,Socialdemokratiet
3085,Kim Mortensen,70,Socialdemokratiet
1815,Jette Jespersen,70,Dansk Folkeparti
3086,Johs. Poulsen,70,Radikale Venstre
79,Christian Langballe (udpeget af DF),70,Dansk Folkeparti
354,Mette Boye,70,Socialistisk Folkeparti
3087,Elisabeth Geday,70,Radikale Venstre
120,Benny Engelbrecht,70,Socialdemokratiet
651,Jens Christian Lund,70,Socialdemokratiet
3088,Bente Dahl,70,Radikale Venstre
353,Lykke Friis,70,Venstre
1814,Gudrun Laub,70,Venstre
3089,Joan Erlandsen,70,Venstre
352,Henrik Dam Kristensen,70,Socialdemokratiet
652,Lene Jensen,70,Socialdemokratiet
3090,Tina Petersen,70,Dansk Folkeparti
1811,Erik Larsen (udpeget af V),70,Venstre
3092,Vibeke Grave,70,Socialdemokratiet
20382,Mette Kierkgaard,70,Moderaterne
21159,Ammar Ali,70,Moderaterne
351,Sophie Hæstorp Andersen,70,Socialdemokratiet
3093,Anfinn Kallsberg,70,Fólkaflokkurin
3082,Henrik Brodersen,70,Dansk Folkeparti
1749,Jens Vibjerg (udpeget af V),70,Venstre
69,Pernille Skipper,70,Enhedslisten
667,Søren Egge Rasmussen,70,Enhedslisten
15799,Roger Courage Matthisen,70,Alternativet
219,Lisbeth Bech-Nielsen,70,Socialistisk Folkeparti
15800,Henrik Dahl,70,Liberal Alliance
1504,Laura Lindahl,70,Liberal Alliance
15881,Magni Arge,70,Tjóðveldi
130,Sophie Løhde,70,Venstre
217,Lars Christian Lilleholt,70,Venstre
16072,Carsten Kudsk,70,Dansk Folkeparti
216,Mikkel Dencker,70,Dansk Folkeparti
679,Per Kaalund,70,Socialdemokratiet
16073,Rasmus Vestergaard Madsen,70,Enhedslisten
20367,Kris Jensen Skriver,70,Socialdemokratiet
50,Liselott Blixt,70,Dansk Folkeparti
16074,Steen Holm Iversen,70,Liberal Alliance
1503,Hans Vestager,70,Radikale Venstre
16092,Sisse Marie Welling,70,Socialistisk Folkeparti
20539,Noah Sturis,70,Alternativet
96,Mike Legarth,70,Det Konservative Folkeparti
215,Jørgen Arbo-Bæhr,70,Enhedslisten
16176,Nikolaj Amstrup,70,Alternativet
1502,Karl H. Bornhøft,70,Socialistisk Folkeparti
214,Jeppe Bruus,70,Socialdemokratiet
16180,Kasper Roug,70,Socialdemokratiet
20395,Alexander Ryle,70,Liberal Alliance
1495,Bendt Bendtsen,70,Det Konservative Folkeparti
16351,Malte Larsen,70,Socialdemokratiet
213,Jens Joel,70,Socialdemokratiet
1513,Kisser Franciska Lehnert,70,Liberal Alliance
678,Klaus Hækkerup (udpeget af S),70,Socialdemokratiet
15798,Dorthe Ullemose,70,Dansk Folkeparti
220,Morten Bødskov,70,Socialdemokratiet
15789,Jeppe Jakobsen,70,Dansk Folkeparti
20369,Helle Bonnesen,70,Det Konservative Folkeparti
129,Bertel Haarder,70,Venstre
645,Christian Mejdahl,70,Venstre
15790,Marcus Knuth,70,Venstre
95,Steen Gade,70,Socialistisk Folkeparti
15791,Eva Flyvholm,70,Enhedslisten
20394,Steffen W. Frølund,70,Liberal Alliance
56,Karin Nødgaard,70,Dansk Folkeparti
20976,Caroline Stage Olsen,70,Moderaterne
1558,Tove Videbæk,70,Kristendemokraterne
15792,Rasmus Nordqvist,70,Alternativet
224,Flemming Møller Mortensen,70,Socialdemokratiet
16374,Anders Johansson,70,Det Konservative Folkeparti
15793,Mette Abildgaard,70,Det Konservative Folkeparti
14372,Susanne Eilersen (udpeget af DF),70,Dansk Folkeparti
1557,Bodil Kornbek,70,Kristendemokraterne
15794,Trine Torp,70,Socialistisk Folkeparti
677,Jesper Langballe,70,Dansk Folkeparti
15795,May-Britt Kattrup,70,Liberal Alliance
221,Pia Adelsteen,70,Dansk Folkeparti
111,Joachim B. Olsen,70,Liberal Alliance
15796,Jan Erik Messmann,70,Dansk Folkeparti
20368,Maria Durhuus,70,Socialdemokratiet
1556,Jann Sjursen,70,Kristendemokraterne
20820,Carl Andersen,70,Liberal Alliance
15797,Christian Poll,70,Alternativet
55,Marianne Jelved,70,Radikale Venstre
21083,Thorkild Holmboe-Hay,70,Socialdemokratiet
49,Erling Bonnesen,70,Venstre
680,Morten Helveg Petersen,70,Radikale Venstre
16428,Emrah Tuncer,70,Radikale Venstre
1470,Sandy Brinck,70,Socialdemokratiet
17247,Klaus Markussen,70,Venstre
47,Karen Hækkerup (udpeget af S),70,Socialdemokratiet
206,Troels Lund Poulsen,70,Venstre
17267,Kristian Hegaard,70,Radikale Venstre
20396,Jens Meilvang,70,Liberal Alliance
1463,Ritt Bjerregaard,70,Socialdemokratiet
17360,Merete Scheelsbeck,70,Det Konservative Folkeparti
20364,Frederik Vad,70,Socialdemokratiet
20841,Lars Arne Christensen,70,Moderaterne
205,Jonas Dahl,70,Socialistisk Folkeparti
17543,Marianne Bredal,70,Venstre
856,Line Barfod,70,Enhedslisten
17141,Brigitte Klintskov Jerkel,70,Det Konservative Folkeparti
17628,Carl Valentin,70,Socialistisk Folkeparti
202,Peder Christensen,70,Socialdemokratiet
1461,Rikke Hvilshøj,70,Venstre
17629,Mads Fuglede,70,Venstre
21186,Mads Madsen Henriksen,70,Socialdemokratiet
17736,Per Nørhave,70,Dansk Folkeparti
44,Henning Hyllested,70,Enhedslisten
201,Thomas Jensen,70,Socialdemokratiet
17752,Anders Stjernholm,70,Alternativet
1455,René Skau Björnsson,70,Socialdemokratiet
918,Lisbeth Petersen,70,Venstre
17827,Tina Boel,70,Socialistisk Folkeparti
200,Jane Heitmann,70,Venstre
17963,Øjvind Vilsholm,70,Enhedslisten
132,Søren Pind,70,Venstre
1618,Walter Christophersen,70,Dansk Folkeparti
207,Jakob Ellemann-Jensen,70,Venstre
17140,Orla Østerby,70,Det Konservative Folkeparti
20366,Thomas Skriver Jensen,70,Socialdemokratiet
20823,Morten Vehl,70,Danmarksdemokraterne
212,Eyvind Vesselbo,70,Venstre
1484,Sofia Rossen,70,Inuit Ataqatigiit
16473,Malou Lunderød,70,Socialdemokratiet
16503,Anne Paulin,70,Socialdemokratiet
725,Preben Rudiengaard,70,Venstre
1478,Simon Pihl Sørensen,70,Socialdemokratiet
16582,Peder Hvelplund,70,Enhedslisten
211,Jørn Dohrmann,70,Dansk Folkeparti
16603,Sarah Glerup,70,Enhedslisten
131,Lene Espersen,70,Det Konservative Folkeparti
210,Birgitte Josefsen,70,Venstre
110,Rosa Lund,70,Enhedslisten
16610,Lars Aslan Rasmussen,70,Socialdemokratiet
48,Peter Skaarup,70,Dansk Folkeparti
16728,Kirsten Normann Andersen,70,Socialistisk Folkeparti
209,Camilla Hersom,70,Radikale Venstre
794,Lene Garsdal,70,Socialistisk Folkeparti
16757,Danny K. Malkowski,70,Liberal Alliance
20365,Matilde Powers,70,Socialdemokratiet
1473,Sidsel Homann,70,Socialistisk Folkeparti
16952,Helle Osther,70,Enhedslisten
208,Simon Kollerup,70,Socialdemokratiet
97,Jesper Petersen,70,Socialdemokratiet
17134,Jonathan Simmel,70,Enhedslisten
1471,Sanne Schroll,70,Socialistisk Folkeparti
801,Lene Hansen,70,Socialdemokratiet
1474,Sidsel Leth Svensson,70,Det Konservative Folkeparti
15788,Jacob Mark,70,Socialistisk Folkeparti
223,Henrik Høegh,70,Venstre
676,Søren Krarup,70,Dansk Folkeparti
1740,Karina Sørensen,70,Dansk Folkeparti
15768,Pernille Schnoor,70,Alternativet
20372,Betina Kastbjerg,70,Danmarksdemokraterne
252,Pia Kjærsgaard,70,Dansk Folkeparti
15769,Maria Reumert Gjerding,70,Enhedslisten
670,Lars Emil Johansen,70,Siumut
20798,Mads Olsen,70,Socialistisk Folkeparti
20559,Reza Javid,70,Enhedslisten
15770,Mattias Tesfaye,70,Socialdemokratiet
249,Kirsten Brosbøl (udpeget af S),70,Socialdemokratiet
1739,Thor Gunnar Kofoed,70,Venstre
15771,Morten Løkkegaard,70,Venstre
15767,Pernille Bendixen,70,Dansk Folkeparti
247,Edmund Joensen,70,Sambandsflokkurin
1731,Flemming Hansen,70,Det Konservative Folkeparti
15773,Christina Egelund,70,Liberal Alliance
62,Annette Vilhelmsen,70,Socialistisk Folkeparti
246,Orla Hav,70,Socialdemokratiet
15774,Lise Bech,70,Dansk Folkeparti
20393,Katrine Daugaard,70,Liberal Alliance
1730,Elsebeth Gerner Nielsen,70,Radikale Venstre
15775,Torsten Gejl,70,Alternativet
20371,Linea Søgaard-Lidell,70,Venstre
245,Leif Mikkelsen,70,Liberal Alliance
15776,Peter Hummelgaard,70,Socialdemokratiet
671,Niels Helveg Petersen,70,Radikale Venstre
15772,Ulla Sandbæk,70,Alternativet
64,Flemming Damgaard Larsen,70,Venstre
257,Bjarne Laustsen,70,Socialdemokratiet
15766,Erik Christensen (udpeget af S),70,Socialdemokratiet
20790,Ken Kristensen,70,Venstre
262,Sjúrður Skaale,70,Javnaðarflokkurin
15757,Aaja Chemnitz,70,Inuit Ataqatigiit
20392,Lars-Christian Brask,70,Liberal Alliance
1747,Jytte Wittrock,70,Socialdemokratiet
261,Esben Lunde Larsen,70,Venstre
15758,Aleqa Hammond,70,Nunatta Qitornai
15760,Lea Wermelin,70,Socialdemokratiet
67,Nick Hækkerup,70,Socialdemokratiet
260,Leif Lahn Jensen,70,Socialdemokratiet
15761,Karina Due,70,Dansk Folkeparti
20373,Susie Jessen,70,Danmarksdemokraterne
1746,Tove Fergo,70,Venstre
15762,Christian Rabjerg Madsen,70,Socialdemokratiet
668,Naser Khader,70,Det Konservative Folkeparti
21075,Michael Rosenmark,70,Danmarksdemokraterne
259,Anne-Mette Winther Christiansen (udpeget af V),70,Venstre
93,Louise Elholm,70,Venstre
15763,Peter Kofod,70,Dansk Folkeparti
112,Lotte Rod,70,Radikale Venstre
1745,Ulrik Kragh,70,Venstre
15764,Jan Rytkjær Callesen,70,Dansk Folkeparti
258,Poul Andersen,70,Socialdemokratiet
15765,Carl Holst,70,Venstre
669,Frank Jensen,70,Socialdemokratiet
1744,Kamal Qureshi,70,Socialistisk Folkeparti
126,Kim Andersen (udpeget af V),70,Venstre
94,Peter Christensen,70,Venstre
15777,Pelle Dragsted,70,Enhedslisten
1183,Michael Thomsen,70,Socialistisk Folkeparti
20370,Christina Olumeko,70,Alternativet
21168,Erik Veje Rasmussen,70,Venstre
1623,Aage Frandsen,70,Socialistisk Folkeparti
15785,Jakob Sølvhøj,70,Enhedslisten
238,Morten Messerschmidt,70,Dansk Folkeparti
57,Jakob Engel-Schmidt,70,Venstre
675,Hanne Severinsen,70,Venstre
15780,Tilde Bork,70,Dansk Folkeparti
672,Kuupik Kleist,70,Inuit Ataqatigiit
15781,Claus Kvist Hansen,70,Dansk Folkeparti
15779,Carsten Bach,70,Liberal Alliance
15784,Søren Pape Poulsen,70,Det Konservative Folkeparti
231,Manu Sareen,70,Radikale Venstre
59,Rasmus Helveg Petersen,70,Radikale Venstre
235,Jeppe Kofod,70,Socialdemokratiet
234,Anders Fogh Rasmussen,70,Venstre
15786,René Gade,70,Alternativet
1718,Svend Heiselberg,70,Venstre
15783,Josephine Fock,70,Alternativet
15782,Britt Bager,70,Venstre
15778,Carolina Magdalene Maier,70,Alternativet
1636,Aase D. Madsen (udpeget af DF),70,Dansk Folkeparti
20805,Jan Carlsen,70,Moderaterne
15787,Kaare Dybvad Bek,70,Socialdemokratiet
244,Magnus Heunicke,70,Socialdemokratiet
1619,Yildiz Akdogan,70,Socialdemokratiet
1727,Jette Bergenholz Bautrup,70,Socialdemokratiet
127,Preben Bang Henriksen,70,Venstre
226,Ole Sohn,70,Socialdemokratiet
20387,Kristian Klarskov,71,Moderaterne
20352,Helene Brydensholt,71,Alternativet
21143,Morten Klessen,71,Socialdemokratiet
20375,Charlotte Munch,71,Danmarksdemokraterne
20962,Claus Jørgensen,71,Socialistisk Folkeparti
20635,Markus E. Olsen,71,Siumut
20380,Monika Rubin,71,Moderaterne
21161,Lisa Perkins,71,Liberal Alliance
20362,Thomas Monberg,71,Socialdemokratiet
20358,Marianne Bigum,71,Socialistisk Folkeparti
20779,Runa Friis Hansen,71,Enhedslisten
20385,Charlotte Bagge Hansen,71,Moderaterne
20369,Helle Bonnesen,71,Det Konservative Folkeparti
20527,Nanna Høyrup,71,Alternativet
20767,Andreas Karlsen,71,Det Konservative Folkeparti
20363,Sara Emil Baaring,71,Socialdemokratiet
20629,Nikoline Erbs Hillers-Bendtsen,71,Alternativet
20917,Tina Cartey Hansen,71,Det Konservative Folkeparti
20386,Rasmus Lund-Nielsen,71,Moderaterne
20790,Ken Kristensen,71,Venstre
20355,Kim Edberg Andersen,71,Nye Borgerlige
21186,Mads Madsen Henriksen,71,Socialdemokratiet
20364,Frederik Vad,71,Socialdemokratiet
