aktørid,aktør,Period,party
20374,Kenneth Fredslund Petersen,71,Danmarksdemokraterne
21168,Erik Veje Rasmussen,71,Venstre
20841,Lars Arne Christensen,71,Moderaterne
20392,Lars-Christian Brask,71,Liberal Alliance
20396,Jens Meilvang,71,Liberal Alliance
20925,Dina Raabjerg,71,Det Konservative Folkeparti
21075,Michael Rosenmark,71,Danmarksdemokraterne
20805,Jan Carlsen,71,Moderaterne
20411,Leila Stockmarr,71,Enhedslisten
20781,Gunvor Wibroe,71,Socialdemokratiet
20357,Lise Bertelsen,71,Det Konservative Folkeparti
20373,Susie Jessen,71,Danmarksdemokraterne
20360,Sofie Lippert,71,Socialistisk Folkeparti
20399,Louise Brown,71,Liberal Alliance
20391,Sólbjørg Jakobsen,71,Liberal Alliance
20379,Tobias Grotkjær Elmstrøm,71,Moderaterne
20366,Thomas Skriver Jensen,71,Socialdemokratiet
20397,Steffen Larsen,71,Liberal Alliance
21083,Thorkild Holmboe-Hay,71,Socialdemokratiet
20539,Noah Sturis,71,Alternativet
20747,Jenny Andresen,71,Danmarksdemokraterne
21159,Ammar Ali,71,Moderaterne
20381,Karin Liltorp,71,Moderaterne
20371,Linea Søgaard-Lidell,71,Venstre
20580,Lean Milo,71,Moderaterne
20941,Preben Friis-Hauge,71,Venstre
20356,Mikkel Bjørn,71,Nye Borgerlige
20496,Henrik Rejnholt Andersen,71,Moderaterne
20361,Fie Hækkerup,71,Socialdemokratiet
20382,Mette Kierkgaard,71,Moderaterne
20398,Helena Artmann Andresen,71,Liberal Alliance
20820,Carl Andersen,71,Liberal Alliance
20930,Louise Mehnke,71,Socialdemokratiet
20359,Sigurd Agersnap,71,Socialistisk Folkeparti
20377,Henrik Frandsen,71,Moderaterne
20393,Katrine Daugaard,71,Liberal Alliance
20367,Kris Jensen Skriver,71,Socialdemokratiet
21044,Lasse Haugaard Pedersen,71,Socialdemokratiet
20394,Steffen W. Frølund,71,Liberal Alliance
20798,Mads Olsen,71,Socialistisk Folkeparti
20353,Sascha Faxe,71,Alternativet
20389,Peter Have,71,Moderaterne
20400,Sandra Elisabeth Skalvig,71,Liberal Alliance
20599,Søren Rasmussen,71,Dansk Folkeparti
20384,Nanna W. Gotfredsen,71,Moderaterne
20378,Rosa Eriksen,71,Moderaterne
20559,Reza Javid,71,Enhedslisten
20365,Matilde Powers,71,Socialdemokratiet
20372,Betina Kastbjerg,71,Danmarksdemokraterne
20368,Maria Durhuus,71,Socialdemokratiet
20916,Kenneth Bjerg Andersen,71,Moderaterne
20395,Alexander Ryle,71,Liberal Alliance
20370,Christina Olumeko,71,Alternativet
21194,Joachim Hoffmann-Petersen,71,Det Konservative Folkeparti
20823,Morten Vehl,71,Danmarksdemokraterne
20415,Mohammad Rona,71,Moderaterne
20376,Kristian Bøgsted,71,Danmarksdemokraterne
20390,Mike Villa Fonseca,71,Moderaterne
20383,Jeppe Søe,71,Moderaterne
20976,Caroline Stage Olsen,71,Moderaterne
20642,Anne Hegelund,71,Enhedslisten
21076,Charlotte Nellemann,71,Liberal Alliance
20354,Theresa Scavenius,71,Alternativet
20966,Frederik Bloch Münster,71,Det Konservative Folkeparti
20388,Jon Stephensen,71,Moderaterne
1779,Else Winther Andersen,71,Venstre
20350,Nick Zimmermann,71,Dansk Folkeparti
376,Annika Smith,71,Socialistisk Folkeparti
371,Niels Christian Nielsen,71,Socialdemokratiet
370,Thomas Medom,71,Socialistisk Folkeparti
367,Karen Touborg,71,Socialistisk Folkeparti
366,Daniel Toft Jakobsen,71,Socialdemokratiet
365,Karen Jespersen,71,Venstre
364,Birthe Rønn Hornbech,71,Venstre
363,Jacob Bjerregaard,71,Socialdemokratiet
362,Vivi Kier,71,Det Konservative Folkeparti
354,Mette Boye,71,Socialistisk Folkeparti
353,Lykke Friis,71,Venstre
352,Henrik Dam Kristensen,71,Socialdemokratiet
351,Sophie Hæstorp Andersen,71,Socialdemokratiet
350,Gitte Lillelund Bech,71,Venstre
348,Villy Søvndal,71,Socialistisk Folkeparti
378,Merete Dea Larsen,71,Dansk Folkeparti
344,Linda Kristiansen,71,Radikale Venstre
379,Kristen Touborg,71,Socialistisk Folkeparti
386,Claus Larsen-Jensen (udpeget af),71,Socialdemokratiet
661,Jens Rohde,71,Uden for Folketingsgrupperne
660,Svend Erik Hovmand,71,Venstre
657,Pia Larsen,71,Venstre
656,Jesper Kiel,71,Enhedslisten
655,Rune Lund,71,Enhedslisten
654,Lone Dybkjær,71,Radikale Venstre
653,Lise von Seelen,71,Socialdemokratiet
652,Lene Jensen,71,Socialdemokratiet
651,Jens Christian Lund,71,Socialdemokratiet
650,Hüseyin Arac,71,Socialdemokratiet
649,Jakob Axel Nielsen,71,Det Konservative Folkeparti
648,Carina Christensen,71,Det Konservative Folkeparti
647,Charlotte Antonsen (udpeget af V),71,Venstre
646,Jens Hald,71,Venstre
645,Christian Mejdahl,71,Venstre
384,Mogens Lykketoft,71,Socialdemokratiet
343,Mie Bergmann,71,Radikale Venstre
305,Jens Ejner Christensen,71,Venstre
304,Jacob Lund,71,Socialdemokratiet
265,Eva Kjer Hansen,71,Venstre
264,Rasmus Prehn,71,Socialdemokratiet
263,Mette Hjermind Dencker,71,Dansk Folkeparti
262,Sjúrður Skaale,71,Javnaðarflokkurin
261,Esben Lunde Larsen,71,Venstre
260,Leif Lahn Jensen,71,Socialdemokratiet
259,Anne-Mette Winther Christiansen (udpeget af V),71,Venstre
258,Poul Andersen,71,Socialdemokratiet
257,Bjarne Laustsen,71,Socialdemokratiet
252,Pia Kjærsgaard,71,Dansk Folkeparti
249,Kirsten Brosbøl (udpeget af S),71,Socialdemokratiet
247,Edmund Joensen,71,Sambandsflokkurin
246,Orla Hav,71,Socialdemokratiet
245,Leif Mikkelsen,71,Liberal Alliance
244,Magnus Heunicke,71,Socialdemokratiet
266,Rasmus Horn Langhoff,71,Socialdemokratiet
268,Helle Løvgreen Mølvig,71,Radikale Venstre
270,Claus Hjort Frederiksen,71,Venstre
271,Kristian Jensen,71,Venstre
303,Anita Christensen,71,Dansk Folkeparti
302,Benedikte Kiær,71,Det Konservative Folkeparti
297,Maja Panduro (udpeget af S),71,Socialdemokratiet
296,Ulla Tørnæs,71,Venstre
294,Doris Jakobsen,71,Siumut
288,Torben Hansen (udpeget af S),71,Socialdemokratiet
286,Ane Halsboe-Jørgensen,71,Socialdemokratiet
662,Poul Nødgaard,71,Dansk Folkeparti
282,Sanne Bjørn,71,Radikale Venstre
280,Karen J. Klint (udpeget af S),71,Socialdemokratiet
279,Tina Nedergaard,71,Venstre
278,Karin Gaardsted,71,Socialdemokratiet
277,Johan Lund Olsen,71,Inuit Ataqatigiit
276,Pernille Boye Koch,71,Uden for Folketingsgrupperne
273,Per Husted,71,Socialdemokratiet
272,Ole Hækkerup,71,Socialdemokratiet
281,Finn Thranum,71,Venstre
663,Christian H. Hansen,71,Uden for Folketingsgrupperne
664,Pia Christmas-Møller,71,Uden for Folketingsgrupperne
665,Helge Adam Møller,71,Det Konservative Folkeparti
1358,Julie Rademacher,71,Socialdemokratiet
1357,Helge Sander,71,Venstre
1353,Peder Sass,71,Socialdemokratiet
1334,Peter Laigaard,71,Liberal Alliance
1325,Ole Vagn Christensen,71,Socialdemokratiet
1319,Ole Stavad (udpeget af S),71,Socialdemokratiet
1311,Ole Glahn,71,Radikale Venstre
1299,Helle Sjelle,71,Det Konservative Folkeparti
1280,Niels Sindal,71,Socialdemokratiet
1269,Niels Høiby,71,Liberal Alliance
1258,Nanna Westerby,71,Socialistisk Folkeparti
1256,Pia Gjellerup (udpeget af S),71,Socialdemokratiet
1250,Jan Trøjborg,71,Socialdemokratiet
1249,Allan Niebuhr,71,Det Konservative Folkeparti
1234,Morten Homann,71,Socialistisk Folkeparti
1362,Per Bisgaard,71,Venstre
1371,Per Dalgaard,71,Dansk Folkeparti
1375,Per Løkken,71,Det Konservative Folkeparti
1378,Per Ørum Jørgensen,71,Kristendemokraterne
1461,Rikke Hvilshøj,71,Venstre
1455,René Skau Björnsson,71,Socialdemokratiet
1454,Rasmus Jarlov,71,Det Konservative Folkeparti
1447,Poul Qvist Jørgensen,71,Socialdemokratiet
1444,Poul Henrik Hedeboe,71,Socialistisk Folkeparti
1440,Poul Erik Christensen,71,Radikale Venstre
1433,Poul Fischer,71,Dansk Folkeparti
1219,Mogens Nørgård,71,Kristendemokraterne
1431,Pia Kristensen,71,Dansk Folkeparti
1414,Peter Christian Christensen,71,Socialdemokratiet
1413,Peter Westermann,71,Socialistisk Folkeparti
1410,Peter Madsen,71,Venstre
1398,Peter Brixtofte,71,Uden for Folketingsgrupperne
1393,Pernille Blach Hansen,71,Socialdemokratiet
1392,Pernille Søndergaard,71,Enhedslisten
1385,Pernille Frahm (udpeget af SF),71,Socialistisk Folkeparti
1417,Pia Boisen,71,Enhedslisten
238,Morten Messerschmidt,71,Dansk Folkeparti
1201,Mogens Camre,71,Dansk Folkeparti
1172,Mia Falkenberg,71,Dansk Folkeparti
794,Lene Garsdal,71,Socialistisk Folkeparti
725,Preben Rudiengaard,71,Venstre
680,Morten Helveg Petersen,71,Radikale Venstre
679,Per Kaalund,71,Socialdemokratiet
678,Klaus Hækkerup (udpeget af S),71,Socialdemokratiet
677,Jesper Langballe,71,Dansk Folkeparti
676,Søren Krarup,71,Dansk Folkeparti
675,Hanne Severinsen,71,Venstre
672,Kuupik Kleist,71,Inuit Ataqatigiit
671,Niels Helveg Petersen,71,Radikale Venstre
670,Lars Emil Johansen,71,Siumut
669,Frank Jensen,71,Socialdemokratiet
668,Naser Khader,71,Uden for Folketingsgrupperne
667,Søren Egge Rasmussen,71,Enhedslisten
666,Jørn Pedersen,71,Socialdemokratiet
801,Lene Hansen,71,Socialdemokratiet
856,Line Barfod,71,Enhedslisten
918,Lisbeth Petersen,71,Venstre
920,Lise Hækkerup,71,Socialdemokratiet
1162,Meta Fuglsang,71,Socialistisk Folkeparti
1146,Marlene Harpsøe,71,Danmarksdemokraterne
1124,Marion Pedersen,71,Venstre
1121,Marie Fugl,71,Socialistisk Folkeparti
1116,Marianne Saxtoft,71,Radikale Venstre
1115,Marianne Pedersen,71,Venstre
1094,Margot Torp,71,Socialdemokratiet
1183,Michael Thomsen,71,Socialistisk Folkeparti
1090,Malou Aamund,71,Venstre
1085,Majbrit Berlau,71,Enhedslisten
1067,Lykke Roed,71,Dansk Folkeparti
1047,Louise Frevert,71,Uden for Folketingsgrupperne
1044,Lotte Thiim Bertelsen,71,Socialistisk Folkeparti
1039,Lotte Bundsgaard,71,Socialdemokratiet
1023,Lone Møller (udpeget af S),71,Socialdemokratiet
951,Lissa Mathiasen,71,Socialdemokratiet
1087,Malene Søgaard-Andersen,71,Socialistisk Folkeparti
235,Jeppe Kofod,71,Socialdemokratiet
234,Anders Fogh Rasmussen,71,Venstre
231,Manu Sareen,71,Radikale Venstre
100,Sofie Carsten Nielsen,71,Radikale Venstre
99,Ole Birk Olesen,71,Liberal Alliance
98,René Christensen,71,Dansk Folkeparti
97,Jesper Petersen,71,Socialdemokratiet
96,Mike Legarth,71,Det Konservative Folkeparti
95,Steen Gade,71,Socialistisk Folkeparti
94,Peter Christensen,71,Venstre
93,Louise Elholm,71,Venstre
92,Carsten Hansen,71,Socialdemokratiet
88,Martin Geertsen,71,Venstre
87,Finn Sørensen,71,Enhedslisten
86,Marlene Borst Hansen,71,Radikale Venstre
85,Özlem Sara Cekic,71,Socialistisk Folkeparti
84,Troels Ravn,71,Socialdemokratiet
83,Brian Mikkelsen,71,Det Konservative Folkeparti
101,Morten Marinus,71,Dansk Folkeparti
102,Jan E. Jørgensen,71,Venstre
103,Anne Sina,71,Socialdemokratiet
106,Margrethe Vestager,71,Radikale Venstre
125,Hans Christian Schmidt,71,Venstre
124,Kim Christiansen,71,Dansk Folkeparti
123,Andreas Steenberg,71,Radikale Venstre
122,Stine Brix,71,Enhedslisten
121,Karina Lorentzen Dehnhardt,71,Socialistisk Folkeparti
120,Benny Engelbrecht,71,Socialdemokratiet
119,Dennis Flydtkjær,71,Danmarksdemokraterne
82,Hans Kristian Skibby,71,Danmarksdemokraterne
118,Trine Bramsen,71,Socialdemokratiet
116,Morten Østergaard,71,Radikale Venstre
113,Jens Henrik Thulesen Dahl,71,Danmarksdemokraterne
112,Lotte Rod,71,Radikale Venstre
111,Joachim B. Olsen,71,Liberal Alliance
110,Rosa Lund,71,Enhedslisten
109,Trine Pertou Mach,71,Enhedslisten
108,Charlotte Dyremose,71,Det Konservative Folkeparti
117,Simon Emil Ammitzbøll-Bille,71,Uden for Folketingsgrupperne
126,Kim Andersen (udpeget af V),71,Venstre
81,Mads Rørvig,71,Venstre
79,Christian Langballe (udpeget af DF),71,Dansk Folkeparti
47,Karen Hækkerup (udpeget af S),71,Socialdemokratiet
44,Henning Hyllested,71,Enhedslisten
43,Pia Olsen Dyhr,71,Socialistisk Folkeparti
39,Christian Juhl,71,Enhedslisten
38,Astrid Krag,71,Socialdemokratiet
34,Søren Espersen,71,Danmarksdemokraterne
33,Holger K. Nielsen,71,Socialistisk Folkeparti
28,Henrik Sass Larsen,71,Socialdemokratiet
24,Karsten Lauritzen,71,Venstre
23,Bjarne Corydon,71,Socialdemokratiet
18,Alex Ahrendtsen,71,Dansk Folkeparti
17,Christine Antorini,71,Socialdemokratiet
13,Sara Olsvig,71,Inuit Ataqatigiit
12,Nicolai Wammen,71,Socialdemokratiet
5,Frank Aaen,71,Enhedslisten
48,Peter Skaarup,71,Danmarksdemokraterne
49,Erling Bonnesen,71,Venstre
50,Liselott Blixt,71,Uden for Folketingsgrupperne
55,Marianne Jelved,71,Radikale Venstre
78,Marie Krarup,71,Uden for Folketingsgrupperne
77,Kristian Thulesen Dahl,71,Uden for Folketingsgrupperne
75,Jeppe Mikkelsen,71,Radikale Venstre
74,Mette Reissmann,71,Socialdemokratiet
73,Merete Riisager,71,Liberal Alliance
72,Karen Ellemann,71,Venstre
71,Tom Behnke,71,Uden for Folketingsgrupperne
80,Torsten Schack Pedersen,71,Venstre
70,Martin Henriksen (udpeget af DF),71,Dansk Folkeparti
68,Nikolaj Villumsen,71,Enhedslisten
67,Nick Hækkerup,71,Socialdemokratiet
64,Flemming Damgaard Larsen,71,Venstre
62,Annette Vilhelmsen,71,Socialistisk Folkeparti
59,Rasmus Helveg Petersen,71,Radikale Venstre
57,Jakob Engel-Schmidt,71,Moderaterne
56,Karin Nødgaard,71,Dansk Folkeparti
69,Pernille Skipper,71,Enhedslisten
1463,Ritt Bjerregaard,71,Socialdemokratiet
127,Preben Bang Henriksen,71,Venstre
130,Sophie Løhde,71,Venstre
202,Peder Christensen,71,Socialdemokratiet
201,Thomas Jensen,71,Socialdemokratiet
200,Jane Heitmann,71,Venstre
199,Karsten Hønge,71,Socialistisk Folkeparti
198,Anne Baastrup,71,Socialistisk Folkeparti
197,Mette Gjerskov,71,Socialdemokratiet
195,Pernille Vigsø Bagge,71,Socialistisk Folkeparti
194,Kristian Pihl Lorentzen,71,Venstre
193,Karsten Nonbo,71,Venstre
192,Fatma Øktem,71,Venstre
191,Zenia Stampe,71,Radikale Venstre
190,Thyra Frank,71,Liberal Alliance
189,Mai Mercado,71,Det Konservative Folkeparti
188,Sanne Rubinke,71,Socialistisk Folkeparti
187,Julie Skovsby,71,Socialdemokratiet
205,Jonas Dahl,71,Socialistisk Folkeparti
206,Troels Lund Poulsen,71,Venstre
207,Jakob Ellemann-Jensen,71,Venstre
208,Simon Kollerup,71,Socialdemokratiet
226,Ole Sohn,71,Socialdemokratiet
225,Uffe Elbæk,71,Alternativet
224,Flemming Møller Mortensen,71,Socialdemokratiet
223,Henrik Høegh,71,Venstre
221,Pia Adelsteen,71,Dansk Folkeparti
220,Morten Bødskov,71,Socialdemokratiet
219,Lisbeth Bech-Nielsen,71,Socialistisk Folkeparti
185,Nadeem Farooq,71,Radikale Venstre
217,Lars Christian Lilleholt,71,Venstre
215,Jørgen Arbo-Bæhr,71,Enhedslisten
214,Jeppe Bruus,71,Socialdemokratiet
213,Jens Joel,71,Socialdemokratiet
212,Eyvind Vesselbo,71,Venstre
211,Jørn Dohrmann,71,Dansk Folkeparti
210,Birgitte Josefsen,71,Venstre
209,Camilla Hersom,71,Radikale Venstre
216,Mikkel Dencker,71,Dansk Folkeparti
129,Bertel Haarder,71,Venstre
184,Lennart Damsbo-Andersen,71,Socialdemokratiet
182,Inger Støjberg,71,Danmarksdemokraterne
153,Per Stig Møller,71,Det Konservative Folkeparti
152,Ida Auken,71,Socialdemokratiet
149,Lars Barfoed,71,Det Konservative Folkeparti
148,Anders Samuelsen,71,Liberal Alliance
147,Johanne Schmidt-Nielsen,71,Enhedslisten
145,Lars Løkke Rasmussen,71,Moderaterne
144,Helle Thorning-Schmidt,71,Socialdemokratiet
141,Martin Lidegaard,71,Radikale Venstre
139,Thomas Danielsen,71,Venstre
138,Mette Frederiksen,71,Socialdemokratiet
135,Mette Bock,71,Liberal Alliance
134,Christian Friis Bach,71,Radikale Venstre
133,John Dyrby Paulsen,71,Socialdemokratiet
132,Søren Pind,71,Venstre
131,Lene Espersen,71,Det Konservative Folkeparti
154,Mogens Jensen,71,Socialdemokratiet
155,Villum Christensen,71,Liberal Alliance
156,Lone Loklindt,71,Radikale Venstre
158,Eigil Andersen,71,Socialistisk Folkeparti
181,Annette Lind,71,Socialdemokratiet
180,Peter Juel-Jensen,71,Venstre
179,Hans Christian Thoning,71,Venstre
178,Michael Aastrup Jensen,71,Venstre
176,Søren Søndergaard,71,Enhedslisten
173,Jacob Jensen,71,Venstre
172,Pernille Rosenkrantz-Theil,71,Socialdemokratiet
183,Bent Bøgsted,71,Danmarksdemokraterne
171,Per Clausen,71,Enhedslisten
167,Dan Jørgensen,71,Socialdemokratiet
164,Hans Andersen,71,Venstre
163,Ellen Trane Nørby,71,Venstre
162,Karina Adsbøl,71,Danmarksdemokraterne
161,Liv Holm Andersen,71,Radikale Venstre
160,Jan Johansen,71,Socialdemokratiet
159,Lars Dohn,71,Enhedslisten
168,Anni Matthiesen,71,Venstre
20351,Franciska Rosenkilde,71,Alternativet
1470,Sandy Brinck,71,Socialdemokratiet
1473,Sidsel Homann,71,Socialistisk Folkeparti
16582,Peder Hvelplund,71,Enhedslisten
16503,Anne Paulin,71,Socialdemokratiet
16473,Malou Lunderød,71,Socialdemokratiet
16428,Emrah Tuncer,71,Radikale Venstre
16374,Anders Johansson,71,Det Konservative Folkeparti
16351,Malte Larsen,71,Socialdemokratiet
16180,Kasper Roug,71,Socialdemokratiet
16176,Nikolaj Amstrup,71,Alternativet
16092,Sisse Marie Welling,71,Socialistisk Folkeparti
16074,Steen Holm Iversen,71,Liberal Alliance
16073,Rasmus Vestergaard Madsen,71,Enhedslisten
16072,Carsten Kudsk,71,Dansk Folkeparti
15881,Magni Arge,71,Tjóðveldi
15800,Henrik Dahl,71,Liberal Alliance
15799,Roger Courage Matthisen,71,Alternativet
16603,Sarah Glerup,71,Enhedslisten
15798,Dorthe Ullemose,71,Dansk Folkeparti
16610,Lars Aslan Rasmussen,71,Socialdemokratiet
16757,Danny K. Malkowski,71,Liberal Alliance
17988,Bjarni Hammer,71,Javnaðarflokkurin
17963,Øjvind Vilsholm,71,Enhedslisten
17827,Tina Boel,71,Socialistisk Folkeparti
17752,Anders Stjernholm,71,Alternativet
17736,Per Nørhave,71,Dansk Folkeparti
17629,Mads Fuglede,71,Venstre
17628,Carl Valentin,71,Socialistisk Folkeparti
17543,Marianne Bredal,71,Venstre
17360,Merete Scheelsbeck,71,Det Konservative Folkeparti
17267,Kristian Hegaard,71,Radikale Venstre
17247,Klaus Markussen,71,Venstre
17141,Brigitte Klintskov Jerkel,71,Det Konservative Folkeparti
17140,Orla Østerby,71,Uden for Folketingsgrupperne
17134,Jonathan Simmel,71,Enhedslisten
16952,Helle Osther,71,Enhedslisten
16728,Kirsten Normann Andersen,71,Socialistisk Folkeparti
15797,Christian Poll,71,Alternativet
15796,Jan Erik Messmann,71,Dansk Folkeparti
15795,May-Britt Kattrup,71,Liberal Alliance
15774,Lise Bech,71,Danmarksdemokraterne
15773,Christina Egelund,71,Liberal Alliance
15772,Ulla Sandbæk,71,Alternativet
15771,Morten Løkkegaard,71,Venstre
15770,Mattias Tesfaye,71,Socialdemokratiet
15769,Maria Reumert Gjerding,71,Enhedslisten
15768,Pernille Schnoor,71,Alternativet
15767,Pernille Bendixen,71,Dansk Folkeparti
15766,Erik Christensen (udpeget af S),71,Socialdemokratiet
15765,Carl Holst,71,Venstre
15764,Jan Rytkjær Callesen,71,Dansk Folkeparti
15763,Peter Kofod,71,Dansk Folkeparti
15762,Christian Rabjerg Madsen,71,Socialdemokratiet
15761,Karina Due,71,Dansk Folkeparti
15760,Lea Wermelin,71,Socialdemokratiet
15775,Torsten Gejl,71,Alternativet
15776,Peter Hummelgaard,71,Socialdemokratiet
15777,Pelle Dragsted,71,Enhedslisten
15778,Carolina Magdalene Maier,71,Alternativet
15794,Trine Torp,71,Socialistisk Folkeparti
15793,Mette Abildgaard,71,Det Konservative Folkeparti
15792,Rasmus Nordqvist,71,Socialistisk Folkeparti
15791,Eva Flyvholm,71,Enhedslisten
15790,Marcus Knuth,71,Det Konservative Folkeparti
15789,Jeppe Jakobsen,71,Dansk Folkeparti
15788,Jacob Mark,71,Socialistisk Folkeparti
17990,Tommy Ahlers,71,Venstre
15787,Kaare Dybvad Bek,71,Socialdemokratiet
15785,Jakob Sølvhøj,71,Enhedslisten
15784,Søren Pape Poulsen,71,Det Konservative Folkeparti
15783,Josephine Fock,71,Alternativet
15782,Britt Bager,71,Det Konservative Folkeparti
15781,Claus Kvist Hansen,71,Dansk Folkeparti
15780,Tilde Bork,71,Dansk Folkeparti
15779,Carsten Bach,71,Liberal Alliance
15786,René Gade,71,Alternativet
18265,Carsten Kissmeyer,71,Venstre
18278,Serdal Benli,71,Socialistisk Folkeparti
18291,Erik Lund,71,Det Konservative Folkeparti
19146,Anna Brændemose,71,Socialistisk Folkeparti
19142,Barbara Gaardlykke Apol,71,Javnaðarflokkurin
19133,Anders G. Christensen,71,Venstre
19016,Dorthe Hindborg,71,Socialdemokratiet
19002,Gitte Willumsen,71,Det Konservative Folkeparti
19000,Theresa Berg Andersen,71,Socialistisk Folkeparti
18953,Mira Issa Bloch,71,Alternativet
18917,Balder Mørk Andersen,71,Socialistisk Folkeparti
18882,Tanja Larsson,71,Socialdemokratiet
18830,Nils Sjøberg,71,Radikale Venstre
18736,Egil Hulgaard,71,Det Konservative Folkeparti
18729,Katrine Robsøe,71,Radikale Venstre
18728,Anne Sophie Callesen,71,Radikale Venstre
18727,Kathrine Olldag,71,Radikale Venstre
18726,Stinus Lindgreen,71,Radikale Venstre
19196,Ruben Kidde,71,Radikale Venstre
19221,Hanne Bjørn-Klausen,71,Det Konservative Folkeparti
19475,Susan Kronborg,71,Radikale Venstre
19480,Henrik Vinther,71,Radikale Venstre
20349,Anna Falkenberg,71,Sambandsflokkurin
20144,Maria Gudme,71,Socialdemokratiet
20051,Theis Kylling Hommeltoft,71,Socialdemokratiet
19996,Helgi Abrahamsen,71,Sambandsflokkurin
19982,Jan Bjergskov Larsen,71,Socialistisk Folkeparti
19948,Mark Grossmann,71,Venstre
19928,Kim Aas,71,Socialdemokratiet
18725,Samira Nawa,71,Radikale Venstre
19920,Karsten Filsø,71,Socialistisk Folkeparti
19809,Christina Thorholm,71,Radikale Venstre
19807,Anne Rasmussen,71,Venstre
19806,Alexander Grandt,71,Socialdemokratiet
19748,Stine Pilt Olsen,71,Det Konservative Folkeparti
19684,Mads Andersen,71,Det Konservative Folkeparti
19637,Kenneth Mikkelsen,71,Venstre
19569,Maja Torp,71,Venstre
19919,Brian Bressendorff,71,Socialdemokratiet
15758,Aleqa Hammond,71,Nunatta Qitornai
18724,Lars Boje Mathiesen,71,Nye Borgerlige
18722,Peter Seier Christensen,71,Nye Borgerlige
18701,Marie Bjerre,71,Venstre
18700,Heidi Bank,71,Venstre
18699,Christoffer Aagaard Melson,71,Venstre
18698,Marlene Ambo-Rasmussen,71,Venstre
18697,Stén Knuth,71,Venstre
18696,Morten Dahlin,71,Venstre
18695,Kim Valentin,71,Venstre
18694,Victoria Velasquez,71,Enhedslisten
18693,Mai Villadsen,71,Enhedslisten
18692,Susanne Zimmer,71,Frie Grønne
18691,Sikandar Siddique,71,Frie Grønne
18688,Aki-Matilda Høegh-Dam,71,Siumut
18614,Rigmor Dam,71,Javnaðarflokkurin
18545,Henrik Old,71,Javnaðarflokkurin
18415,Julius Graakjær Grantzau,71,Alternativet
18702,Anne Honoré Østergaard,71,Venstre
