party_a,party_b,Period,total_votes_shared,total_votes_agreed,weight,topic
Det Konservative Folkeparti,Not able to assign,65,703,321.0,0.4566145092460882,skat
Det Konservative Folkeparti,Ny Alliance,65,182,182.0,1.0,skat
Det Konservative Folkeparti,Radikale Venstre,65,720,373.0,0.5180555555555556,skat
Det Konservative Folkeparti,Socialdemokratiet,65,5960,2876.0,0.4825503355704698,skat
Det Konservative Folkeparti,Socialistisk Folkeparti,65,1088,429.0,0.3943014705882353,skat
Det Konservative Folkeparti,Uden for folketingsgrupperne,65,500,476.0,0.952,skat
Det Konservative Folkeparti,Venstre,65,6347,6337.0,0.9984244524972428,skat
Enhedslisten,Enhedslisten,65,2,2.0,1.0,skat
Enhedslisten,Inuit Ataqatigiit,65,1,1.0,1.0,skat
Enhedslisten,Kristeligt Folkeparti,65,30,16.0,0.5333333333333333,skat
Enhedslisten,Kristendemokraterne,65,14,7.0,0.5,skat
Enhedslisten,Liberal Alliance,65,22,5.0,0.22727272727272727,skat
Enhedslisten,Moderaterne,65,6,1.0,0.16666666666666666,skat
Enhedslisten,Not able to assign,65,77,60.0,0.7792207792207793,skat
Enhedslisten,Ny Alliance,65,21,5.0,0.23809523809523808,skat
Enhedslisten,Radikale Venstre,65,85,48.0,0.5647058823529412,skat
Enhedslisten,Socialdemokratiet,65,676,522.0,0.772189349112426,skat
Enhedslisten,Socialistisk Folkeparti,65,118,102.0,0.864406779661017,skat
Enhedslisten,Uden for folketingsgrupperne,65,59,16.0,0.2711864406779661,skat
Enhedslisten,Venstre,65,729,161.0,0.22085048010973937,skat
Inuit Ataqatigiit,Kristeligt Folkeparti,65,2,2.0,1.0,skat
Inuit Ataqatigiit,Liberal Alliance,65,1,0.0,0.0,skat
Inuit Ataqatigiit,Not able to assign,65,2,2.0,1.0,skat
Inuit Ataqatigiit,Radikale Venstre,65,4,4.0,1.0,skat
Inuit Ataqatigiit,Socialdemokratiet,65,29,29.0,1.0,skat
Inuit Ataqatigiit,Socialistisk Folkeparti,65,7,7.0,1.0,skat
Inuit Ataqatigiit,Uden for folketingsgrupperne,65,3,0.0,0.0,skat
Inuit Ataqatigiit,Venstre,65,33,0.0,0.0,skat
Kristeligt Folkeparti,Kristeligt Folkeparti,65,6,6.0,1.0,skat
Kristeligt Folkeparti,Kristendemokraterne,65,18,17.0,0.9444444444444444,skat
Kristeligt Folkeparti,Liberal Alliance,65,26,16.0,0.6153846153846154,skat
Kristeligt Folkeparti,Moderaterne,65,6,2.0,0.3333333333333333,skat
Kristeligt Folkeparti,Not able to assign,65,109,73.0,0.6697247706422018,skat
Kristeligt Folkeparti,Ny Alliance,65,28,18.0,0.6428571428571429,skat
Kristeligt Folkeparti,Radikale Venstre,65,111,71.0,0.6396396396396397,skat
Kristeligt Folkeparti,Socialdemokratiet,65,932,626.0,0.6716738197424893,skat
Kristeligt Folkeparti,Socialistisk Folkeparti,65,173,106.0,0.6127167630057804,skat
Kristeligt Folkeparti,Uden for folketingsgrupperne,65,83,49.0,0.5903614457831325,skat
Kristeligt Folkeparti,Venstre,65,991,591.0,0.5963673057517659,skat
